timecard_entry_id,employee_id,work_date,org_path,home_org_path,job_code,clock_in,clock_out,worked_hours,paycode,scheduled_shift_id
T904419,E100187,2025-11-06,HHS/TX/FacilityA/HR,HHS/TX/FacilityA/HR,HRBP,2025-11-06 06:05:00,2025-11-06 13:55:00,7.83,REG,S504650
T904420,E100154,2025-11-06,HHS/TX/FacilityA/HR,HHS/TX/FacilityA/HR,HRBP,2025-11-06 06:08:00,2025-11-06 14:03:00,7.92,REG,S504651
T904421,E100142,2025-11-06,HHS/TX/FacilityA/HR,HHS/TX/FacilityA/HR,RECR,2025-11-06 06:03:00,2025-11-06 13:48:00,7.75,REG,S504652
T904422,E100200,2025-11-06,HHS/TX/FacilityA/HR,HHS/TX/FacilityA/HR,HRBP,2025-11-06 14:08:00,2025-11-06 22:14:00,8.1,OT,S504653
T904423,E100193,2025-11-06,HHS/TX/FacilityA/HR,HHS/TX/FacilityA/HR,RECR,2025-11-06 14:09:00,2025-11-06 21:59:00,7.83,OT,S504654
T904424,E100209,2025-11-06,HHS/TX/FacilityA/HR,HHS/TX/FacilityA/HR,HRBP,2025-11-06 14:13:00,2025-11-06 21:58:00,7.75,REG,S504655
T904425,E100178,2025-11-06,HHS/TX/FacilityA/HR,HHS/TX/FacilityA/HR,HRBP,2025-11-06 14:00:00,2025-11-06 22:01:00,8.02,REG,S504656
T904426,E100171,2025-11-06,HHS/TX/FacilityA/HR,HHS/TX/FacilityA/HR,RECR,2025-11-06 21:50:00,2025-11-07 05:45:00,7.92,REG,S504657
T904427,E100147,2025-11-06,HHS/TX/FacilityA/HR,HHS/TX/FacilityA/HR,HRBP,2025-11-06 22:03:00,2025-11-07 05:48:00,7.75,REG,S504658
T904428,E100231,2025-11-06,HHS/TX/FacilityB/Nursing,HHS/TX/FacilityB/Nursing,PCT,2025-11-06 06:00:00,2025-11-06 18:01:00,12.02,OT,S504659
T904429,E100242,2025-11-06,HHS/TX/FacilityB/Nursing,HHS/TX/FacilityB/Nursing,RN,2025-11-06 06:01:00,2025-11-06 18:00:00,11.98,REG,S504660
T904430,E100222,2025-11-06,HHS/TX/FacilityB/Nursing,HHS/TX/FacilityB/Nursing,RN,2025-11-06 06:01:00,2025-11-06 17:54:00,11.88,REG,S504661
T904431,E100238,2025-11-06,HHS/TX/FacilityB/Nursing,HHS/TX/FacilityB/Nursing,PCT,2025-11-06 06:00:00,2025-11-06 17:56:00,11.93,OT,S504662
T904432,E100215,2025-11-06,HHS/TX/FacilityB/Nursing,HHS/TX/FacilityB/Nursing,RN,2025-11-06 05:59:00,2025-11-06 18:07:00,12.13,OT,S504663
T904433,E100221,2025-11-06,HHS/TX/FacilityB/Nursing,HHS/TX/FacilityB/Nursing,RN,2025-11-06 06:03:00,2025-11-06 17:43:00,11.67,REG,S504664
T904434,E100248,2025-11-06,HHS/TX/FacilityB/Nursing,HHS/TX/FacilityB/Nursing,PCT,2025-11-06 06:08:00,2025-11-06 18:06:00,11.97,REG,S504665
T904435,E100268,2025-11-06,HHS/TX/FacilityB/Nursing,HHS/TX/FacilityB/Nursing,RN,2025-11-06 05:58:00,2025-11-06 17:51:00,11.88,CALL,S504666
T904436,E100258,2025-11-06,HHS/TX/FacilityB/Nursing,HHS/TX/FacilityB/Nursing,PCT,2025-11-06 05:59:00,2025-11-06 17:48:00,11.82,REG,S504667
T904437,E100257,2025-11-06,HHS/TX/FacilityB/Nursing,HHS/TX/FacilityB/Nursing,RN,2025-11-06 05:57:00,2025-11-06 18:00:00,12.05,OT,S504668
T904438,E100250,2025-11-06,HHS/TX/FacilityB/Nursing,HHS/TX/FacilityB/Nursing,RN,2025-11-06 06:08:00,2025-11-06 18:00:00,11.87,REG,S504669
T904439,E100217,2025-11-06,HHS/TX/FacilityB/Nursing,HHS/TX/FacilityB/Nursing,RN,2025-11-06 06:01:00,2025-11-06 17:55:00,11.9,REG,S504670
T904440,E100236,2025-11-06,HHS/TX/FacilityB/Nursing,HHS/TX/FacilityB/Nursing,RN,2025-11-06 05:59:00,2025-11-06 17:59:00,12.0,REG,S504671
T904441,E100279,2025-11-06,HHS/TX/FacilityB/Nursing,HHS/TX/FacilityB/Nursing,RN,2025-11-06 06:00:00,2025-11-06 18:00:00,12.0,REG,S504672
T904442,E100212,2025-11-06,HHS/TX/FacilityB/Nursing,HHS/TX/FacilityB/Nursing,PCT,2025-11-06 06:08:00,2025-11-06 18:01:00,11.88,REG,S504673
T904443,E100232,2025-11-06,HHS/TX/FacilityB/Nursing,HHS/TX/FacilityB/Nursing,RN,2025-11-06 05:57:00,2025-11-06 18:00:00,12.05,OT,S504674
T904444,E100275,2025-11-06,HHS/TX/FacilityB/Nursing,HHS/TX/FacilityB/Nursing,PCT,2025-11-06 06:05:00,2025-11-06 18:07:00,12.03,OT,S504675
T904445,E100234,2025-11-06,HHS/TX/FacilityB/Nursing,HHS/TX/FacilityB/Nursing,PCT,2025-11-06 06:04:00,2025-11-06 18:13:00,12.15,OT,S504676
T904446,E100266,2025-11-06,HHS/TX/FacilityB/Nursing,HHS/TX/FacilityB/Nursing,RN,2025-11-06 05:58:00,2025-11-06 18:12:00,12.23,OT,S504677
T904447,E100244,2025-11-06,HHS/TX/FacilityB/Nursing,HHS/TX/FacilityB/Nursing,PCT,2025-11-06 05:59:00,2025-11-06 17:45:00,11.77,CALL,S504678
T904448,E100216,2025-11-06,HHS/TX/FacilityB/Nursing,HHS/TX/FacilityB/Nursing,RN,2025-11-06 05:59:00,2025-11-06 18:00:00,12.02,OT,S504679
T904449,E100276,2025-11-06,HHS/TX/FacilityB/Nursing,HHS/TX/FacilityB/Nursing,PCT,2025-11-06 06:13:00,2025-11-06 18:06:00,11.88,REG,S504680
T904450,E100223,2025-11-06,HHS/TX/FacilityB/Nursing,HHS/TX/FacilityB/Nursing,RN,2025-11-06 06:00:00,2025-11-06 17:57:00,11.95,REG,S504681
T904451,E100271,2025-11-06,HHS/TX/FacilityB/Nursing,HHS/TX/FacilityB/Nursing,RN,2025-11-06 06:00:00,2025-11-06 18:15:00,12.25,OT,S504682
T904452,E100244,2025-11-06,HHS/TX/FacilityB/Nursing,HHS/TX/FacilityB/Nursing,PCT,2025-11-06 14:10:00,2025-11-07 02:00:00,11.83,REG,S504684
T904453,E100237,2025-11-06,HHS/TX/FacilityB/Nursing,HHS/TX/FacilityB/Nursing,PCT,2025-11-06 14:02:00,2025-11-07 02:06:00,12.07,OT,S504685
T904454,E100213,2025-11-06,HHS/TX/FacilityB/Nursing,HHS/TX/FacilityB/Nursing,PCT,2025-11-06 14:07:00,2025-11-07 01:51:00,11.73,REG,S504686
T904455,E100277,2025-11-06,HHS/TX/FacilityB/Nursing,HHS/TX/FacilityB/Nursing,PCT,2025-11-06 14:02:00,2025-11-07 02:01:00,11.98,REG,S504687
T904456,E100233,2025-11-06,HHS/TX/FacilityB/Nursing,HHS/TX/FacilityB/Nursing,RN,2025-11-06 13:50:00,2025-11-07 02:00:00,12.17,OT,S504688
T904457,E100278,2025-11-06,HHS/TX/FacilityB/Nursing,HHS/TX/FacilityB/Nursing,PCT,2025-11-06 14:01:00,2025-11-07 01:54:00,11.88,REG,S504689
T904458,E100273,2025-11-06,HHS/TX/FacilityB/Nursing,HHS/TX/FacilityB/Nursing,RN,2025-11-06 14:00:00,2025-11-07 02:00:00,12.0,REG,S504690
T904459,E100243,2025-11-06,HHS/TX/FacilityB/Nursing,HHS/TX/FacilityB/Nursing,PCT,2025-11-06 14:04:00,2025-11-07 01:56:00,11.87,CALL,S504691
T904460,E100227,2025-11-06,HHS/TX/FacilityB/Nursing,HHS/TX/FacilityB/Nursing,RN,2025-11-06 13:55:00,2025-11-07 02:08:00,12.22,OT,S504692
T904461,E100255,2025-11-06,HHS/TX/FacilityB/Nursing,HHS/TX/FacilityB/Nursing,RN,2025-11-06 14:14:00,2025-11-07 02:00:00,11.77,REG,S504693
T904462,E100239,2025-11-06,HHS/TX/FacilityB/Nursing,HHS/TX/FacilityB/Nursing,PCT,2025-11-06 14:09:00,2025-11-07 01:40:00,11.52,CALL,S504694
T904463,E100276,2025-11-06,HHS/TX/FacilityB/Nursing,HHS/TX/FacilityB/Nursing,PCT,2025-11-06 14:04:00,2025-11-07 02:11:00,12.12,OT,S504695
T904464,E100253,2025-11-06,HHS/TX/FacilityB/Nursing,HHS/TX/FacilityB/Nursing,PCT,2025-11-06 13:57:00,2025-11-07 02:00:00,12.05,OT,S504696
T904465,E100229,2025-11-06,HHS/TX/FacilityB/Nursing,HHS/TX/FacilityB/Nursing,PCT,2025-11-06 14:09:00,2025-11-07 01:47:00,11.63,REG,S504697
T904466,E100219,2025-11-06,HHS/TX/FacilityB/Nursing,HHS/TX/FacilityB/Nursing,PCT,2025-11-06 14:13:00,2025-11-07 02:01:00,11.8,REG,S504698
T904467,E100242,2025-11-06,HHS/TX/FacilityB/Nursing,HHS/TX/FacilityB/Nursing,RN,2025-11-06 14:07:00,2025-11-07 02:03:00,11.93,CALL,S504699
T904468,E100228,2025-11-06,HHS/TX/FacilityB/Nursing,HHS/TX/FacilityB/Nursing,PCT,2025-11-06 14:08:00,2025-11-07 02:11:00,12.05,OT,S504700
T904469,E100269,2025-11-06,HHS/TX/FacilityB/Nursing,HHS/TX/FacilityB/Nursing,PCT,2025-11-06 14:01:00,2025-11-07 02:00:00,11.98,REG,S504701
T904470,E100261,2025-11-06,HHS/TX/FacilityB/Nursing,HHS/TX/FacilityB/Nursing,RN,2025-11-06 13:49:00,2025-11-07 01:57:00,12.13,OT,S504702
T904471,E100247,2025-11-06,HHS/TX/FacilityB/Nursing,HHS/TX/FacilityB/Nursing,RN,2025-11-06 22:01:00,2025-11-07 10:06:00,12.08,OT,S504704
T904472,E100242,2025-11-06,HHS/TX/FacilityB/Nursing,HHS/TX/FacilityB/Nursing,RN,2025-11-06 21:50:00,2025-11-07 09:54:00,12.07,OT,S504705
T904473,E100225,2025-11-06,HHS/TX/FacilityB/Nursing,HHS/TX/FacilityB/Nursing,RN,2025-11-06 22:00:00,2025-11-07 09:51:00,11.85,REG,S504706
T904474,E100232,2025-11-06,HHS/TX/FacilityB/Nursing,HHS/TX/FacilityB/Nursing,RN,2025-11-06 22:10:00,2025-11-07 10:13:00,12.05,OT,S504707
T904475,E100216,2025-11-06,HHS/TX/FacilityB/Nursing,HHS/TX/FacilityB/Nursing,RN,2025-11-06 22:07:00,2025-11-07 09:45:00,11.63,REG,S504708
T904476,E100246,2025-11-06,HHS/TX/FacilityB/Nursing,HHS/TX/FacilityB/Nursing,PCT,2025-11-06 22:04:00,2025-11-07 09:49:00,11.75,REG,S504709
T904477,E100222,2025-11-06,HHS/TX/FacilityB/Nursing,HHS/TX/FacilityB/Nursing,RN,2025-11-06 21:59:00,2025-11-07 09:54:00,11.92,REG,S504710
T904478,E100276,2025-11-06,HHS/TX/FacilityB/Nursing,HHS/TX/FacilityB/Nursing,PCT,2025-11-06 22:05:00,2025-11-07 09:53:00,11.8,REG,S504711
T904479,E100227,2025-11-06,HHS/TX/FacilityB/Nursing,HHS/TX/FacilityB/Nursing,RN,2025-11-06 22:02:00,2025-11-07 09:52:00,11.83,REG,S504712
T904480,E100259,2025-11-06,HHS/TX/FacilityB/Nursing,HHS/TX/FacilityB/Nursing,PCT,2025-11-06 21:55:00,2025-11-07 09:48:00,11.88,CALL,S504713
T904481,E100338,2025-11-06,HHS/TX/FacilityB/EVS,HHS/TX/FacilityB/EVS,LEAD,2025-11-06 07:04:00,2025-11-06 14:50:00,7.77,REG,S504715
T904482,E100301,2025-11-06,HHS/TX/FacilityB/EVS,HHS/TX/FacilityB/EVS,LEAD,2025-11-06 07:07:00,2025-11-06 15:07:00,8.0,REG,S504716
T904483,E100308,2025-11-06,HHS/TX/FacilityB/EVS,HHS/TX/FacilityB/EVS,LEAD,2025-11-06 07:09:00,2025-11-06 15:14:00,8.08,OT,S504717
T904484,E100292,2025-11-06,HHS/TX/FacilityB/EVS,HHS/TX/FacilityB/EVS,LEAD,2025-11-06 07:04:00,2025-11-06 15:03:00,7.98,REG,S504718
T904485,E100317,2025-11-06,HHS/TX/FacilityB/EVS,HHS/TX/FacilityB/EVS,LEAD,2025-11-06 07:15:00,2025-11-06 15:03:00,7.8,REG,S504719
T904486,E100295,2025-11-06,HHS/TX/FacilityB/EVS,HHS/TX/FacilityB/EVS,LEAD,2025-11-06 07:05:00,2025-11-06 14:54:00,7.82,REG,S504720
T904487,E100299,2025-11-06,HHS/TX/FacilityB/EVS,HHS/TX/FacilityB/EVS,EVS,2025-11-06 07:00:00,2025-11-06 14:55:00,7.92,REG,S504721
T904488,E100328,2025-11-06,HHS/TX/FacilityB/EVS,HHS/TX/FacilityB/EVS,LEAD,2025-11-06 06:59:00,2025-11-06 14:57:00,7.97,REG,S504722
T904489,E100343,2025-11-06,HHS/TX/FacilityB/EVS,HHS/TX/FacilityB/EVS,EVS,2025-11-06 07:03:00,2025-11-06 14:53:00,7.83,REG,S504723
T904490,E100286,2025-11-06,HHS/TX/FacilityB/EVS,HHS/TX/FacilityB/EVS,LEAD,2025-11-06 14:11:00,2025-11-06 22:08:00,7.95,REG,S504724
T904491,E100315,2025-11-06,HHS/TX/FacilityB/EVS,HHS/TX/FacilityB/EVS,EVS,2025-11-06 14:00:00,2025-11-06 22:02:00,8.03,REG,S504725
T904492,E100285,2025-11-06,HHS/TX/FacilityB/EVS,HHS/TX/FacilityB/EVS,LEAD,2025-11-06 14:10:00,2025-11-06 22:17:00,8.12,REG,S504726
T904493,E100331,2025-11-06,HHS/TX/FacilityB/EVS,HHS/TX/FacilityB/EVS,EVS,2025-11-06 14:09:00,2025-11-06 22:00:00,7.85,REG,S504727
T904494,E100324,2025-11-06,HHS/TX/FacilityB/EVS,HHS/TX/FacilityB/EVS,LEAD,2025-11-06 14:00:00,2025-11-06 22:00:00,8.0,REG,S504728
T904495,E100339,2025-11-06,HHS/TX/FacilityB/EVS,HHS/TX/FacilityB/EVS,LEAD,2025-11-06 14:05:00,2025-11-06 21:58:00,7.88,REG,S504729
T904496,E100289,2025-11-06,HHS/TX/FacilityB/EVS,HHS/TX/FacilityB/EVS,LEAD,2025-11-06 14:02:00,2025-11-06 21:53:00,7.85,REG,S504730
T904497,E100335,2025-11-06,HHS/TX/FacilityB/EVS,HHS/TX/FacilityB/EVS,EVS,2025-11-06 22:01:00,2025-11-07 05:56:00,7.92,REG,S504731
T904498,E100338,2025-11-06,HHS/TX/FacilityB/EVS,HHS/TX/FacilityB/EVS,LEAD,2025-11-06 22:10:00,2025-11-07 05:52:00,7.7,REG,S504732
T904499,E100345,2025-11-06,HHS/TX/FacilityB/EVS,HHS/TX/FacilityB/EVS,LEAD,2025-11-06 22:12:00,2025-11-07 05:51:00,7.65,REG,S504733
T904500,E100303,2025-11-06,HHS/TX/FacilityB/EVS,HHS/TX/FacilityB/EVS,LEAD,2025-11-06 22:14:00,2025-11-07 05:56:00,7.7,REG,S504734
T904501,E100064,2025-11-07,HHS/TX/FacilityA/Nursing,HHS/TX/FacilityA/Nursing,RN,2025-11-07 06:09:00,2025-11-07 18:18:00,12.15,OT,S504735
T904502,E100032,2025-11-07,HHS/TX/FacilityA/Nursing,HHS/TX/FacilityA/Nursing,RN,2025-11-07 06:08:00,2025-11-07 18:08:00,12.0,REG,S504736
T904503,E100048,2025-11-07,HHS/TX/FacilityA/Nursing,HHS/TX/FacilityA/Nursing,RN,2025-11-07 06:08:00,2025-11-07 18:02:00,11.9,REG,S504737
T904504,E100035,2025-11-07,HHS/TX/FacilityA/Nursing,HHS/TX/FacilityA/Nursing,PCT,2025-11-07 05:57:00,2025-11-07 17:50:00,11.88,REG,S504738
T904505,E100037,2025-11-07,HHS/TX/FacilityA/Nursing,HHS/TX/FacilityA/Nursing,PCT,2025-11-07 06:05:00,2025-11-07 17:52:00,11.78,REG,S504739
T904506,E100013,2025-11-07,HHS/TX/FacilityA/Nursing,HHS/TX/FacilityA/Nursing,RN,2025-11-07 05:57:00,2025-11-07 17:48:00,11.85,OT,S504740
T904507,E100012,2025-11-07,HHS/TX/FacilityA/Nursing,HHS/TX/FacilityA/Nursing,PCT,2025-11-07 05:57:00,2025-11-07 18:08:00,12.18,OT,S504741
T904508,E100009,2025-11-07,HHS/TX/FacilityA/Nursing,HHS/TX/FacilityA/Nursing,RN,2025-11-07 06:06:00,2025-11-07 18:00:00,11.9,REG,S504742
T904509,E100049,2025-11-07,HHS/TX/FacilityA/Nursing,HHS/TX/FacilityA/Nursing,RN,2025-11-07 06:04:00,2025-11-07 18:05:00,12.02,OT,S504743
T904510,E100010,2025-11-07,HHS/TX/FacilityA/Nursing,HHS/TX/FacilityA/Nursing,RN,2025-11-07 05:52:00,2025-11-07 18:06:00,12.23,OT,S504744
T904511,E100038,2025-11-07,HHS/TX/FacilityA/Nursing,HHS/TX/FacilityA/Nursing,PCT,2025-11-07 06:06:00,2025-11-07 18:10:00,12.07,OT,S504745
T904512,E100018,2025-11-07,HHS/TX/FacilityA/Nursing,HHS/TX/FacilityA/Nursing,RN,2025-11-07 06:05:00,2025-11-07 18:02:00,11.95,REG,S504746
T904513,E100044,2025-11-07,HHS/TX/FacilityA/Nursing,HHS/TX/FacilityA/Nursing,RN,2025-11-07 06:04:00,2025-11-07 18:04:00,12.0,REG,S504747
T904514,E100028,2025-11-07,HHS/TX/FacilityA/Nursing,HHS/TX/FacilityA/Nursing,PCT,2025-11-07 06:09:00,2025-11-07 17:59:00,11.83,REG,S504748
T904515,E100058,2025-11-07,HHS/TX/FacilityA/Nursing,HHS/TX/FacilityA/Nursing,PCT,2025-11-07 06:00:00,2025-11-07 18:06:00,12.1,OT,S504749
T904516,E100014,2025-11-07,HHS/TX/FacilityA/Nursing,HHS/TX/FacilityA/Nursing,PCT,2025-11-07 06:05:00,2025-11-07 17:52:00,11.78,REG,S504750
T904517,E100066,2025-11-07,HHS/TX/FacilityA/Nursing,HHS/TX/FacilityA/Nursing,PCT,2025-11-07 06:02:00,2025-11-07 18:05:00,12.05,OT,S504751
T904518,E100062,2025-11-07,HHS/TX/FacilityA/Nursing,HHS/TX/FacilityA/Nursing,RN,2025-11-07 06:02:00,2025-11-07 18:02:00,12.0,REG,S504752
T904519,E100006,2025-11-07,HHS/TX/FacilityA/Nursing,HHS/TX/FacilityA/Nursing,PCT,2025-11-07 06:00:00,2025-11-07 18:02:00,12.03,OT,S504753
T904520,E100061,2025-11-07,HHS/TX/FacilityA/Nursing,HHS/TX/FacilityA/Nursing,RN,2025-11-07 06:09:00,2025-11-07 17:56:00,11.78,REG,S504754
T904521,E100069,2025-11-07,HHS/TX/FacilityA/Nursing,HHS/TX/FacilityA/Nursing,PCT,2025-11-07 06:03:00,2025-11-07 18:00:00,11.95,REG,S504755
T904522,E100042,2025-11-07,HHS/TX/FacilityA/Nursing,HHS/TX/FacilityA/Nursing,PCT,2025-11-07 06:13:00,2025-11-07 18:00:00,11.78,REG,S504756
T904523,E100065,2025-11-07,HHS/TX/FacilityA/Nursing,HHS/TX/FacilityA/Nursing,PCT,2025-11-07 05:57:00,2025-11-07 17:51:00,11.9,CALL,S504757
T904524,E100017,2025-11-07,HHS/TX/FacilityA/Nursing,HHS/TX/FacilityA/Nursing,RN,2025-11-07 06:08:00,2025-11-07 18:01:00,11.88,REG,S504758
T904525,E100036,2025-11-07,HHS/TX/FacilityA/Nursing,HHS/TX/FacilityA/Nursing,PCT,2025-11-07 06:01:00,2025-11-07 18:03:00,12.03,OT,S504759
T904526,E100033,2025-11-07,HHS/TX/FacilityA/Nursing,HHS/TX/FacilityA/Nursing,PCT,2025-11-07 06:09:00,2025-11-07 18:00:00,11.85,REG,S504760
T904527,E100057,2025-11-07,HHS/TX/FacilityA/Nursing,HHS/TX/FacilityA/Nursing,RN,2025-11-07 14:07:00,2025-11-08 01:46:00,11.65,REG,S504763
T904528,E100004,2025-11-07,HHS/TX/FacilityA/Nursing,HHS/TX/FacilityA/Nursing,PCT,2025-11-07 14:11:00,2025-11-08 01:55:00,11.73,REG,S504764
T904529,E100037,2025-11-07,HHS/TX/FacilityA/Nursing,HHS/TX/FacilityA/Nursing,PCT,2025-11-07 14:17:00,2025-11-08 01:59:00,11.7,REG,S504765
T904530,E100035,2025-11-07,HHS/TX/FacilityA/Nursing,HHS/TX/FacilityA/Nursing,PCT,2025-11-07 13:59:00,2025-11-08 01:46:00,11.78,REG,S504766
T904531,E100054,2025-11-07,HHS/TX/FacilityA/Nursing,HHS/TX/FacilityA/Nursing,RN,2025-11-07 14:00:00,2025-11-08 02:09:00,12.15,OT,S504767
T904532,E100043,2025-11-07,HHS/TX/FacilityA/Nursing,HHS/TX/FacilityA/Nursing,PCT,2025-11-07 14:05:00,2025-11-08 01:53:00,11.8,REG,S504768
T904533,E100010,2025-11-07,HHS/TX/FacilityA/Nursing,HHS/TX/FacilityA/Nursing,RN,2025-11-07 14:11:00,2025-11-08 02:01:00,11.83,REG,S504769
T904534,E100066,2025-11-07,HHS/TX/FacilityA/Nursing,HHS/TX/FacilityA/Nursing,PCT,2025-11-07 14:09:00,2025-11-08 02:04:00,11.92,OT,S504770
T904535,E100048,2025-11-07,HHS/TX/FacilityA/Nursing,HHS/TX/FacilityA/Nursing,RN,2025-11-07 14:09:00,2025-11-08 01:52:00,11.72,REG,S504771
T904536,E100007,2025-11-07,HHS/TX/FacilityA/Nursing,HHS/TX/FacilityA/Nursing,PCT,2025-11-07 14:04:00,2025-11-08 01:56:00,11.87,REG,S504772
T904537,E100055,2025-11-07,HHS/TX/FacilityA/Nursing,HHS/TX/FacilityA/Nursing,RN,2025-11-07 14:00:00,2025-11-08 01:57:00,11.95,REG,S504773
T904538,E100002,2025-11-07,HHS/TX/FacilityA/Nursing,HHS/TX/FacilityA/Nursing,RN,2025-11-07 14:10:00,2025-11-08 02:09:00,11.98,REG,S504774
T904539,E100044,2025-11-07,HHS/TX/FacilityA/Nursing,HHS/TX/FacilityA/Nursing,RN,2025-11-07 14:10:00,2025-11-08 01:57:00,11.78,OT,S504775
T904540,E100059,2025-11-07,HHS/TX/FacilityA/Nursing,HHS/TX/FacilityA/Nursing,PCT,2025-11-07 14:00:00,2025-11-08 02:09:00,12.15,OT,S504776
T904541,E100062,2025-11-07,HHS/TX/FacilityA/Nursing,HHS/TX/FacilityA/Nursing,RN,2025-11-07 14:08:00,2025-11-08 02:06:00,11.97,REG,S504777
T904542,E100038,2025-11-07,HHS/TX/FacilityA/Nursing,HHS/TX/FacilityA/Nursing,PCT,2025-11-07 14:05:00,2025-11-08 01:50:00,11.75,CALL,S504778
T904543,E100034,2025-11-07,HHS/TX/FacilityA/Nursing,HHS/TX/FacilityA/Nursing,RN,2025-11-07 14:01:00,2025-11-08 01:48:00,11.78,REG,S504779
T904544,E100001,2025-11-07,HHS/TX/FacilityA/Nursing,HHS/TX/FacilityA/Nursing,RN,2025-11-07 14:02:00,2025-11-08 02:06:00,12.07,OT,S504780
T904545,E100017,2025-11-07,HHS/TX/FacilityA/Nursing,HHS/TX/FacilityA/Nursing,RN,2025-11-07 14:09:00,2025-11-08 01:55:00,11.77,REG,S504781
T904546,E100032,2025-11-07,HHS/TX/FacilityA/Nursing,HHS/TX/FacilityA/Nursing,RN,2025-11-07 14:00:00,2025-11-08 02:00:00,12.0,REG,S504782
T904547,E100067,2025-11-07,HHS/TX/FacilityA/Nursing,HHS/TX/FacilityA/Nursing,RN,2025-11-07 14:01:00,2025-11-08 02:02:00,12.02,OT,S504783
T904548,E100034,2025-11-07,HHS/TX/FacilityA/Nursing,HHS/TX/FacilityA/Nursing,RN,2025-11-07 23:04:00,2025-11-08 11:00:00,11.93,REG,S504785
T904549,E100011,2025-11-07,HHS/TX/FacilityA/Nursing,HHS/TX/FacilityA/Nursing,PCT,2025-11-07 23:05:00,2025-11-08 11:00:00,11.92,REG,S504786
T904550,E100061,2025-11-07,HHS/TX/FacilityA/Nursing,HHS/TX/FacilityA/Nursing,RN,2025-11-07 23:01:00,2025-11-08 11:18:00,12.28,OT,S504787
T904551,E100054,2025-11-07,HHS/TX/FacilityA/Nursing,HHS/TX/FacilityA/Nursing,RN,2025-11-07 23:05:00,2025-11-08 10:43:00,11.63,CALL,S504788
T904552,E100053,2025-11-07,HHS/TX/FacilityA/Nursing,HHS/TX/FacilityA/Nursing,RN,2025-11-07 23:02:00,2025-11-08 11:06:00,12.07,OT,S504789
T904553,E100023,2025-11-07,HHS/TX/FacilityA/Nursing,HHS/TX/FacilityA/Nursing,PCT,2025-11-07 23:09:00,2025-11-08 10:59:00,11.83,REG,S504790
T904554,E100056,2025-11-07,HHS/TX/FacilityA/Nursing,HHS/TX/FacilityA/Nursing,RN,2025-11-07 23:07:00,2025-11-08 10:34:00,11.45,REG,S504791
T904555,E100068,2025-11-07,HHS/TX/FacilityA/Nursing,HHS/TX/FacilityA/Nursing,RN,2025-11-07 22:59:00,2025-11-08 11:03:00,12.07,OT,S504792
T904556,E100043,2025-11-07,HHS/TX/FacilityA/Nursing,HHS/TX/FacilityA/Nursing,PCT,2025-11-07 23:00:00,2025-11-08 10:53:00,11.88,REG,S504793
T904557,E100030,2025-11-07,HHS/TX/FacilityA/Nursing,HHS/TX/FacilityA/Nursing,PCT,2025-11-07 22:52:00,2025-11-08 11:03:00,12.18,OT,S504794
T904558,E100040,2025-11-07,HHS/TX/FacilityA/Nursing,HHS/TX/FacilityA/Nursing,RN,2025-11-07 23:11:00,2025-11-08 11:05:00,11.9,REG,S504795
T904559,E100010,2025-11-07,HHS/TX/FacilityA/Nursing,HHS/TX/FacilityA/Nursing,RN,2025-11-07 23:01:00,2025-11-08 10:59:00,11.97,REG,S504796
T904560,E100102,2025-11-07,HHS/TX/FacilityA/EVS,HHS/TX/FacilityA/EVS,EVS,2025-11-07 06:03:00,2025-11-07 14:02:00,7.98,REG,S504798
T904561,E100105,2025-11-07,HHS/TX/FacilityA/EVS,HHS/TX/FacilityA/EVS,EVS,2025-11-07 06:11:00,2025-11-07 13:52:00,7.68,REG,S504799
T904562,E100118,2025-11-07,HHS/TX/FacilityA/EVS,HHS/TX/FacilityA/EVS,EVS,2025-11-07 05:49:00,2025-11-07 14:01:00,8.2,REG,S504800
T904563,E100078,2025-11-07,HHS/TX/FacilityA/EVS,HHS/TX/FacilityA/EVS,LEAD,2025-11-07 06:07:00,2025-11-07 13:48:00,7.68,REG,S504801
T904564,E100096,2025-11-07,HHS/TX/FacilityA/EVS,HHS/TX/FacilityA/EVS,EVS,2025-11-07 05:56:00,2025-11-07 13:45:00,7.82,REG,S504802
T904565,E100073,2025-11-07,HHS/TX/FacilityA/EVS,HHS/TX/FacilityA/EVS,EVS,2025-11-07 06:07:00,2025-11-07 13:48:00,7.68,REG,S504803
T904566,E100075,2025-11-07,HHS/TX/FacilityA/EVS,HHS/TX/FacilityA/EVS,EVS,2025-11-07 06:07:00,2025-11-07 14:00:00,7.88,REG,S504804
T904567,E100137,2025-11-07,HHS/TX/FacilityA/EVS,HHS/TX/FacilityA/EVS,LEAD,2025-11-07 06:11:00,2025-11-07 13:56:00,7.75,REG,S504805
T904568,E100093,2025-11-07,HHS/TX/FacilityA/EVS,HHS/TX/FacilityA/EVS,EVS,2025-11-07 05:54:00,2025-11-07 13:57:00,8.05,REG,S504806
T904569,E100122,2025-11-07,HHS/TX/FacilityA/EVS,HHS/TX/FacilityA/EVS,LEAD,2025-11-07 15:02:00,2025-11-07 23:12:00,8.17,REG,S504808
T904570,E100124,2025-11-07,HHS/TX/FacilityA/EVS,HHS/TX/FacilityA/EVS,EVS,2025-11-07 15:12:00,2025-11-07 23:01:00,7.82,REG,S504809
